ticket_id,customer_id,complaint_category,complaint_date,severity
TICKET007257,CUST039318,Poor Customer Service,2025-05-09,6
TICKET007258,CUST031175,Loan Application Rejected,2025-03-21,10
TICKET007259,CUST092652,Unauthorized Transaction,2024-06-13,9
TICKET007260,CUST030390,Unauthorized Transaction,2024-05-17,9
TICKET007261,CUST016621,Mobile App Issues,2024-06-14,5
TICKET007262,CUST018426,ATM Withdrawal Failed,2025-04-09,1
TICKET007263,CUST049913,Account Locked,2025-04-17,7
TICKET007264,CUST064101,Mobile App Issues,2025-01-19,9
TICKET007265,CUST052674,Loan Application Rejected,2024-12-21,4
TICKET007266,CUST090395,Card Not Working,2024-08-09,7
TICKET007267,CUST016271,Card Not Working,2025-01-20,4
TICKET007268,CUST025205,KYC Verification Delay,2025-04-29,3
TICKET007269,CUST014094,KYC Verification Delay,2024-10-24,0
TICKET007270,CUST031508,KYC Verification Delay,2025-02-15,8
TICKET007271,CUST043941,ATM Withdrawal Failed,2024-12-11,7
TICKET007272,CUST045023,Account Locked,2024-09-28,8
TICKET007273,CUST073981,Incorrect Charges,2024-07-31,3
TICKET007274,CUST005665,ATM Withdrawal Failed,2024-11-15,6
TICKET007275,CUST067532,Mobile App Issues,2024-12-12,8
TICKET007276,CUST073056,Card Not Working,2024-08-03,6
TICKET007277,CUST023040,ATM Withdrawal Failed,2025-03-31,2
TICKET007278,CUST024727,Incorrect Charges,2024-11-27,6
TICKET007279,CUST034385,ATM Withdrawal Failed,2024-09-21,7
TICKET007280,CUST037895,Mobile App Issues,2025-04-06,2
TICKET007281,CUST028078,Incorrect Charges,2024-08-26,4
TICKET007282,CUST069217,KYC Verification Delay,2024-10-12,3
TICKET007283,CUST096035,Loan Application Rejected,2024-09-30,2
TICKET007284,CUST045161,Unauthorized Transaction,2025-04-23,7
TICKET007285,CUST098152,ATM Withdrawal Failed,2025-04-02,0
TICKET007286,CUST019264,Card Not Working,2025-01-13,6
TICKET007287,CUST041684,Unauthorized Transaction,2025-02-05,0
TICKET007288,CUST086636,Mobile App Issues,2025-02-23,3
TICKET007289,CUST035581,Delayed Refund,2025-03-08,0
TICKET007290,CUST053867,ATM Withdrawal Failed,2025-05-05,8
TICKET007291,CUST055796,Account Locked,2024-10-17,5
TICKET007292,CUST017409,KYC Verification Delay,2025-01-07,10
TICKET007293,CUST070753,Mobile App Issues,2025-04-25,10
TICKET007294,CUST073183,Poor Customer Service,2024-12-28,3
TICKET007295,CUST014760,Incorrect Charges,2025-03-03,8
TICKET007296,CUST042805,ATM Withdrawal Failed,2024-05-30,7
TICKET007297,CUST055858,Mobile App Issues,2025-04-04,7
TICKET007298,CUST026396,Incorrect Charges,2024-10-13,9
TICKET007299,CUST078267,Unauthorized Transaction,2024-08-14,1
TICKET007300,CUST081464,ATM Withdrawal Failed,2025-04-26,1
TICKET007301,CUST051233,Poor Customer Service,2024-09-28,4
TICKET007302,CUST045506,Mobile App Issues,2024-06-15,0
TICKET007303,CUST047725,Delayed Refund,2025-04-14,10
TICKET007304,CUST065522,Card Not Working,2024-12-04,9
TICKET007305,CUST077251,Card Not Working,2024-12-14,9
TICKET007306,CUST001785,ATM Withdrawal Failed,2025-01-02,4
TICKET007307,CUST080750,Loan Application Rejected,2024-08-31,9
TICKET007308,CUST046660,Account Locked,2024-06-07,3
TICKET007309,CUST091833,Card Not Working,2025-01-19,7
TICKET007310,CUST056014,Mobile App Issues,2024-09-03,3
TICKET007311,CUST025572,Incorrect Charges,2025-05-05,3
TICKET007312,CUST060292,Card Not Working,2024-08-26,9
TICKET007313,CUST070730,Account Locked,2024-08-27,9
TICKET007314,CUST087415,Mobile App Issues,2024-06-01,1
TICKET007315,CUST007766,Account Locked,2025-02-05,7
TICKET007316,CUST015260,Loan Application Rejected,2025-03-02,0
TICKET007317,CUST032431,Incorrect Charges,2024-08-27,9
TICKET007318,CUST067680,Loan Application Rejected,2024-06-02,4
TICKET007319,CUST026477,Account Locked,2024-11-12,1
TICKET007320,CUST004184,Loan Application Rejected,2024-07-21,1
TICKET007321,CUST064719,Loan Application Rejected,2024-10-31,6
TICKET007322,CUST016555,Poor Customer Service,2024-08-18,10
TICKET007323,CUST010085,ATM Withdrawal Failed,2024-10-18,7
TICKET007324,CUST011888,Loan Application Rejected,2024-08-23,7
TICKET007325,CUST018212,Incorrect Charges,2025-04-28,5
TICKET007326,CUST052117,Card Not Working,2024-06-07,9
TICKET007327,CUST062796,Loan Application Rejected,2024-10-16,2
TICKET007328,CUST016065,Unauthorized Transaction,2024-10-24,0
TICKET007329,CUST053223,Incorrect Charges,2024-09-26,8
TICKET007330,CUST017053,Poor Customer Service,2025-01-03,1
TICKET007331,CUST053360,KYC Verification Delay,2025-02-23,0
TICKET007332,CUST011414,Unauthorized Transaction,2024-12-09,6
TICKET007333,CUST085388,Incorrect Charges,2024-08-12,2
TICKET007334,CUST081175,Incorrect Charges,2024-10-01,8
TICKET007335,CUST030311,Mobile App Issues,2024-12-01,9
TICKET007336,CUST094887,Poor Customer Service,2025-03-31,7
TICKET007337,CUST091743,Account Locked,2025-04-07,1
TICKET007338,CUST091868,Incorrect Charges,2025-03-16,0
TICKET007339,CUST035361,Mobile App Issues,2024-09-13,8
TICKET007340,CUST080434,ATM Withdrawal Failed,2024-12-12,4
TICKET007341,CUST029116,Mobile App Issues,2025-01-25,1
TICKET007342,CUST033027,KYC Verification Delay,2024-11-12,0
TICKET007343,CUST080532,Unauthorized Transaction,2025-01-30,10
TICKET007344,CUST002337,Unauthorized Transaction,2024-12-06,5
TICKET007345,CUST010867,Account Locked,2025-05-02,5
TICKET007346,CUST080498,Card Not Working,2024-12-16,1
TICKET007347,CUST093430,KYC Verification Delay,2024-06-19,3
TICKET007348,CUST072804,Card Not Working,2025-04-08,0
TICKET007349,CUST094269,Poor Customer Service,2025-04-01,4
TICKET007350,CUST065387,ATM Withdrawal Failed,2024-08-27,1
TICKET007351,CUST069654,Delayed Refund,2024-06-25,7
TICKET007352,CUST052560,Account Locked,2025-02-19,7
TICKET007353,CUST001513,Incorrect Charges,2025-01-29,1
TICKET007354,CUST030141,Loan Application Rejected,2025-01-02,0
TICKET007355,CUST060391,Poor Customer Service,2025-04-14,9
TICKET007356,CUST023670,Delayed Refund,2024-06-01,3
TICKET007357,CUST018422,Account Locked,2025-03-16,0
TICKET007358,CUST076774,KYC Verification Delay,2024-06-14,3
TICKET007359,CUST011289,Delayed Refund,2024-11-30,8
TICKET007360,CUST082796,Account Locked,2024-08-30,9
TICKET007361,CUST002971,Unauthorized Transaction,2025-01-04,10
TICKET007362,CUST016263,Account Locked,2024-07-26,0
TICKET007363,CUST060776,Delayed Refund,2024-11-23,8
TICKET007364,CUST020823,Card Not Working,2025-05-13,2
TICKET007365,CUST094739,Card Not Working,2025-02-12,4
TICKET007366,CUST055634,Unauthorized Transaction,2025-04-24,4
TICKET007367,CUST058009,Loan Application Rejected,2024-08-08,5
TICKET007368,CUST004209,Account Locked,2025-04-04,8
TICKET007369,CUST043677,KYC Verification Delay,2024-09-23,6
TICKET007370,CUST060590,Account Locked,2025-03-12,5
TICKET007371,CUST023128,ATM Withdrawal Failed,2025-03-06,5
TICKET007372,CUST044486,Delayed Refund,2024-10-04,9
TICKET007373,CUST061480,Poor Customer Service,2024-06-22,6
TICKET007374,CUST008933,Poor Customer Service,2024-07-16,4
TICKET007375,CUST051590,KYC Verification Delay,2024-05-17,3
TICKET007376,CUST045140,Card Not Working,2024-08-05,2
TICKET007377,CUST021683,ATM Withdrawal Failed,2024-05-24,5
TICKET007378,CUST019718,Poor Customer Service,2024-05-24,9
TICKET007379,CUST051026,Account Locked,2025-04-13,1
TICKET007380,CUST047117,Loan Application Rejected,2025-01-20,5
TICKET007381,CUST049900,Poor Customer Service,2024-09-23,7
TICKET007382,CUST087000,Delayed Refund,2024-12-12,3
TICKET007383,CUST067877,Unauthorized Transaction,2025-04-20,7
TICKET007384,CUST012934,ATM Withdrawal Failed,2024-06-07,0
TICKET007385,CUST021568,ATM Withdrawal Failed,2024-07-29,0
TICKET007386,CUST084583,Card Not Working,2024-09-29,9
TICKET007387,CUST020186,Poor Customer Service,2024-08-20,8
TICKET007388,CUST059785,Unauthorized Transaction,2025-05-01,9
TICKET007389,CUST021044,Delayed Refund,2024-11-05,7
TICKET007390,CUST069625,Loan Application Rejected,2025-03-01,5
TICKET007391,CUST001198,Mobile App Issues,2024-09-23,8
TICKET007392,CUST034841,Loan Application Rejected,2024-10-11,1
TICKET007393,CUST038733,Loan Application Rejected,2024-06-09,3
TICKET007394,CUST001714,Incorrect Charges,2024-11-19,8
TICKET007395,CUST008080,Delayed Refund,2024-08-01,2
TICKET007396,CUST027916,ATM Withdrawal Failed,2024-06-22,4
TICKET007397,CUST097034,Incorrect Charges,2024-09-09,0
TICKET007398,CUST075496,Loan Application Rejected,2024-06-11,2
TICKET007399,CUST024771,Delayed Refund,2025-05-05,1
TICKET007400,CUST068741,Card Not Working,2024-08-02,2
TICKET007401,CUST080089,Card Not Working,2025-03-31,5
TICKET007402,CUST023928,Loan Application Rejected,2025-05-11,6
TICKET007403,CUST088263,Card Not Working,2024-08-27,2
TICKET007404,CUST027156,Account Locked,2025-03-11,7
TICKET007405,CUST065930,Account Locked,2025-03-19,3
TICKET007406,CUST032308,Loan Application Rejected,2024-05-14,5
TICKET007407,CUST011211,Card Not Working,2025-02-14,4
TICKET007408,CUST001871,Delayed Refund,2025-01-07,2
TICKET007409,CUST052245,Loan Application Rejected,2024-10-01,4
TICKET007410,CUST086424,Delayed Refund,2024-11-06,7
TICKET007411,CUST058175,ATM Withdrawal Failed,2025-05-02,6
TICKET007412,CUST095672,Card Not Working,2024-05-16,1
TICKET007413,CUST048821,Incorrect Charges,2025-04-12,10
TICKET007414,CUST037301,KYC Verification Delay,2025-04-19,7
TICKET007415,CUST091831,ATM Withdrawal Failed,2025-03-21,6
TICKET007416,CUST067496,Account Locked,2024-08-05,8
TICKET007417,CUST099290,Mobile App Issues,2025-04-11,2
TICKET007418,CUST093873,Card Not Working,2024-12-12,5
TICKET007419,CUST042602,Card Not Working,2024-11-19,7
TICKET007420,CUST096675,Loan Application Rejected,2024-06-24,1
TICKET007421,CUST045208,Mobile App Issues,2025-04-20,5
TICKET007422,CUST041822,Delayed Refund,2024-08-23,7
TICKET007423,CUST004714,Loan Application Rejected,2025-01-15,6
TICKET007424,CUST025552,Card Not Working,2024-11-10,2
TICKET007425,CUST037610,Card Not Working,2024-09-11,6
TICKET007426,CUST080466,Loan Application Rejected,2024-05-22,2
TICKET007427,CUST039997,ATM Withdrawal Failed,2024-07-01,2
TICKET007428,CUST075532,Card Not Working,2024-08-22,5
TICKET007429,CUST038867,Delayed Refund,2024-12-17,8
TICKET007430,CUST061740,KYC Verification Delay,2025-02-07,6
TICKET007431,CUST006448,Delayed Refund,2025-02-14,7
TICKET007432,CUST010244,KYC Verification Delay,2025-01-27,1
TICKET007433,CUST041299,KYC Verification Delay,2024-11-16,2
TICKET007434,CUST017301,Account Locked,2025-03-27,2
TICKET007435,CUST007449,Loan Application Rejected,2025-01-18,8
TICKET007436,CUST099993,Account Locked,2024-06-05,3
TICKET007437,CUST008219,Mobile App Issues,2025-05-12,6
TICKET007438,CUST061896,Card Not Working,2025-04-17,3
TICKET007439,CUST047887,Account Locked,2025-01-21,6
TICKET007440,CUST051979,Unauthorized Transaction,2024-05-17,10
TICKET007441,CUST021886,Mobile App Issues,2024-09-04,8
TICKET007442,CUST046558,Unauthorized Transaction,2024-10-11,2
TICKET007443,CUST040624,Incorrect Charges,2025-01-03,1
TICKET007444,CUST094774,Loan Application Rejected,2025-02-25,3
TICKET007445,CUST047458,Unauthorized Transaction,2025-01-14,3
TICKET007446,CUST081326,KYC Verification Delay,2024-09-21,0
TICKET007447,CUST070968,Unauthorized Transaction,2025-03-16,9
TICKET007448,CUST078329,Account Locked,2025-03-25,4
TICKET007449,CUST056288,Delayed Refund,2024-05-31,8
TICKET007450,CUST074575,Mobile App Issues,2024-12-28,1
TICKET007451,CUST023779,Unauthorized Transaction,2024-05-23,1
TICKET007452,CUST030620,ATM Withdrawal Failed,2024-10-03,7
TICKET007453,CUST027074,Loan Application Rejected,2024-06-08,7
TICKET007454,CUST034719,Mobile App Issues,2024-12-02,10
TICKET007455,CUST049577,Unauthorized Transaction,2024-06-18,2
TICKET007456,CUST025219,Delayed Refund,2024-12-26,0
TICKET007457,CUST036716,Delayed Refund,2025-05-11,6
TICKET007458,CUST020193,Unauthorized Transaction,2024-06-04,9
TICKET007459,CUST008579,ATM Withdrawal Failed,2024-11-21,5
TICKET007460,CUST051323,Card Not Working,2025-04-20,3
TICKET007461,CUST016413,Mobile App Issues,2024-09-10,7
TICKET007462,CUST006825,Account Locked,2024-05-13,0
TICKET007463,CUST060233,Poor Customer Service,2024-06-20,5
TICKET007464,CUST021562,Loan Application Rejected,2024-11-23,5
TICKET007465,CUST029161,ATM Withdrawal Failed,2025-02-08,9
TICKET007466,CUST072305,Incorrect Charges,2025-01-15,4
TICKET007467,CUST066443,Incorrect Charges,2024-09-20,5
TICKET007468,CUST014709,Delayed Refund,2025-01-06,5
TICKET007469,CUST024709,Unauthorized Transaction,2024-06-20,7
TICKET007470,CUST047551,KYC Verification Delay,2025-03-03,7
TICKET007471,CUST002289,Loan Application Rejected,2024-06-05,6
TICKET007472,CUST018443,Unauthorized Transaction,2025-03-20,5
TICKET007473,CUST015471,Unauthorized Transaction,2024-08-23,3
TICKET007474,CUST015845,Account Locked,2025-04-26,4
TICKET007475,CUST020028,KYC Verification Delay,2024-06-25,9
TICKET007476,CUST002286,Mobile App Issues,2024-08-09,2
TICKET007477,CUST010665,Incorrect Charges,2025-04-28,5
TICKET007478,CUST068254,Delayed Refund,2024-06-23,9
TICKET007479,CUST076044,Incorrect Charges,2025-01-19,4
TICKET007480,CUST094347,Unauthorized Transaction,2025-03-03,6
TICKET007481,CUST078982,ATM Withdrawal Failed,2025-03-24,7
TICKET007482,CUST017758,Loan Application Rejected,2025-03-22,6
TICKET007483,CUST069743,Poor Customer Service,2025-05-13,4
TICKET007484,CUST078643,Loan Application Rejected,2024-07-20,3
TICKET007485,CUST029987,ATM Withdrawal Failed,2025-03-30,10
TICKET007486,CUST064617,Incorrect Charges,2025-02-14,0
TICKET007487,CUST071118,ATM Withdrawal Failed,2024-12-30,4
TICKET007488,CUST018766,Incorrect Charges,2024-06-30,10
TICKET007489,CUST070150,Card Not Working,2024-11-12,0
TICKET007490,CUST054083,Loan Application Rejected,2025-02-11,0
TICKET007491,CUST004138,Poor Customer Service,2024-08-25,7
TICKET007492,CUST070067,Mobile App Issues,2024-07-16,10
TICKET007493,CUST075453,Loan Application Rejected,2025-01-12,4
TICKET007494,CUST062758,Card Not Working,2024-11-21,7
TICKET007495,CUST073263,KYC Verification Delay,2025-02-05,2
TICKET007496,CUST029512,Mobile App Issues,2025-02-04,2
TICKET007497,CUST049293,KYC Verification Delay,2024-11-28,10
TICKET007498,CUST054966,ATM Withdrawal Failed,2024-06-01,5
TICKET007499,CUST001654,Poor Customer Service,2024-10-06,5
TICKET007500,CUST073962,KYC Verification Delay,2024-10-18,8
TICKET007501,CUST031049,Card Not Working,2024-12-25,0
TICKET007502,CUST071832,Unauthorized Transaction,2024-06-12,1
TICKET007503,CUST021939,ATM Withdrawal Failed,2024-07-20,6
TICKET007504,CUST078567,Unauthorized Transaction,2024-12-09,7
TICKET007505,CUST021731,Mobile App Issues,2025-02-17,9
TICKET007506,CUST043216,Delayed Refund,2024-07-10,5
TICKET007507,CUST085207,Mobile App Issues,2025-04-06,1
TICKET007508,CUST043720,ATM Withdrawal Failed,2025-04-05,3
TICKET007509,CUST022176,Mobile App Issues,2024-10-14,7
TICKET007510,CUST059452,ATM Withdrawal Failed,2025-04-30,0
TICKET007511,CUST013431,Loan Application Rejected,2024-05-21,8
TICKET007512,CUST000731,Incorrect Charges,2024-07-28,7
TICKET007513,CUST049419,KYC Verification Delay,2024-11-18,3
TICKET007514,CUST000471,Incorrect Charges,2025-01-24,3
TICKET007515,CUST055282,Incorrect Charges,2025-01-02,3
TICKET007516,CUST068093,Poor Customer Service,2025-04-17,1
TICKET007517,CUST006581,Delayed Refund,2025-04-28,3
TICKET007518,CUST098805,Poor Customer Service,2025-01-14,2
TICKET007519,CUST061573,Delayed Refund,2025-01-04,2
TICKET007520,CUST076846,Loan Application Rejected,2025-03-01,8
TICKET007521,CUST044649,Incorrect Charges,2024-12-24,0
TICKET007522,CUST038996,Account Locked,2024-11-02,3
TICKET007523,CUST039540,Card Not Working,2024-09-16,0
TICKET007524,CUST024292,Account Locked,2024-07-04,2
TICKET007525,CUST062206,ATM Withdrawal Failed,2024-08-23,1
TICKET007526,CUST050574,Loan Application Rejected,2024-10-16,2
TICKET007527,CUST097069,Mobile App Issues,2024-07-05,10
TICKET007528,CUST006841,Card Not Working,2024-06-15,2
TICKET007529,CUST050190,Unauthorized Transaction,2024-11-23,10
TICKET007530,CUST017049,Mobile App Issues,2025-05-12,10
TICKET007531,CUST024927,Incorrect Charges,2024-06-17,2
TICKET007532,CUST051113,Delayed Refund,2024-10-28,9
TICKET007533,CUST043148,Poor Customer Service,2024-10-07,3
TICKET007534,CUST029326,Poor Customer Service,2025-04-17,10
TICKET007535,CUST037665,Poor Customer Service,2024-07-26,6
TICKET007536,CUST083173,Incorrect Charges,2025-01-04,1
TICKET007537,CUST090242,ATM Withdrawal Failed,2025-03-06,6
TICKET007538,CUST097577,ATM Withdrawal Failed,2024-09-25,10
TICKET007539,CUST011459,Poor Customer Service,2024-05-22,10
TICKET007540,CUST082454,Unauthorized Transaction,2025-04-09,1
TICKET007541,CUST066290,KYC Verification Delay,2025-02-28,8
TICKET007542,CUST025354,Incorrect Charges,2024-09-21,1
TICKET007543,CUST041864,Unauthorized Transaction,2024-10-04,4
TICKET007544,CUST055847,Unauthorized Transaction,2024-08-17,10
TICKET007545,CUST010139,Delayed Refund,2025-01-19,9
TICKET007546,CUST043108,ATM Withdrawal Failed,2025-02-18,6
TICKET007547,CUST086269,ATM Withdrawal Failed,2025-03-16,1
TICKET007548,CUST092374,KYC Verification Delay,2025-01-15,6
TICKET007549,CUST058892,Card Not Working,2024-10-27,6
TICKET007550,CUST073262,Mobile App Issues,2025-02-23,9
TICKET007551,CUST021083,Account Locked,2025-01-28,10
TICKET007552,CUST048722,Incorrect Charges,2025-02-24,3
TICKET007553,CUST056898,Mobile App Issues,2025-04-03,3
TICKET007554,CUST069095,Card Not Working,2024-10-18,1
TICKET007555,CUST067701,Delayed Refund,2024-06-29,4
TICKET007556,CUST095798,Poor Customer Service,2024-09-13,5
TICKET007557,CUST057296,Account Locked,2025-02-11,0
TICKET007558,CUST090014,ATM Withdrawal Failed,2025-03-20,0
TICKET007559,CUST032825,Mobile App Issues,2025-04-24,6
TICKET007560,CUST012490,Delayed Refund,2025-03-16,2
TICKET007561,CUST066990,Incorrect Charges,2024-06-26,6
TICKET007562,CUST017152,Card Not Working,2024-11-10,5
TICKET007563,CUST099095,ATM Withdrawal Failed,2025-02-25,0
TICKET007564,CUST091848,KYC Verification Delay,2024-09-04,2
TICKET007565,CUST022487,Poor Customer Service,2024-12-22,1
TICKET007566,CUST019417,Incorrect Charges,2025-03-29,3
TICKET007567,CUST086121,Unauthorized Transaction,2024-10-15,3
TICKET007568,CUST069547,Unauthorized Transaction,2025-03-06,2
TICKET007569,CUST014274,Account Locked,2025-04-27,4
TICKET007570,CUST066890,Card Not Working,2024-05-26,10
TICKET007571,CUST067947,Incorrect Charges,2025-02-12,6
TICKET007572,CUST043203,Poor Customer Service,2024-06-05,1
TICKET007573,CUST013030,Delayed Refund,2024-08-01,2
TICKET007574,CUST092942,Loan Application Rejected,2024-09-27,0
TICKET007575,CUST040633,Account Locked,2024-05-13,3
TICKET007576,CUST002722,Card Not Working,2025-02-14,0
TICKET007577,CUST097625,KYC Verification Delay,2025-04-30,3
TICKET007578,CUST084146,ATM Withdrawal Failed,2024-07-25,8
TICKET007579,CUST066089,KYC Verification Delay,2025-04-07,8
TICKET007580,CUST040502,ATM Withdrawal Failed,2024-09-30,2
TICKET007581,CUST062891,ATM Withdrawal Failed,2024-10-09,8
TICKET007582,CUST051291,Unauthorized Transaction,2024-06-13,5
TICKET007583,CUST021530,Poor Customer Service,2025-02-17,8
TICKET007584,CUST026554,Account Locked,2024-09-20,3
TICKET007585,CUST041267,Poor Customer Service,2025-04-08,6
TICKET007586,CUST050911,ATM Withdrawal Failed,2024-07-28,6
TICKET007587,CUST028857,Card Not Working,2025-02-02,1
TICKET007588,CUST051729,ATM Withdrawal Failed,2025-04-05,4
TICKET007589,CUST084194,Unauthorized Transaction,2025-04-23,9
TICKET007590,CUST028272,Card Not Working,2025-04-12,9
TICKET007591,CUST019081,ATM Withdrawal Failed,2025-03-13,8
TICKET007592,CUST034500,Account Locked,2024-12-06,6
TICKET007593,CUST091268,Poor Customer Service,2024-11-16,7
TICKET007594,CUST090821,Account Locked,2024-05-28,1
TICKET007595,CUST047786,Unauthorized Transaction,2025-01-31,7
TICKET007596,CUST022527,Card Not Working,2025-01-19,6
TICKET007597,CUST034867,Poor Customer Service,2024-06-25,10
TICKET007598,CUST016043,Mobile App Issues,2024-06-30,1
TICKET007599,CUST027244,Loan Application Rejected,2025-04-04,8
TICKET007600,CUST057434,Unauthorized Transaction,2025-01-21,5
TICKET007601,CUST082805,ATM Withdrawal Failed,2025-01-12,4
TICKET007602,CUST065971,Loan Application Rejected,2024-11-07,7
TICKET007603,CUST034004,Card Not Working,2024-07-02,6
TICKET007604,CUST016828,Unauthorized Transaction,2025-01-09,4
TICKET007605,CUST090294,Card Not Working,2024-11-18,5
TICKET007606,CUST047927,Unauthorized Transaction,2024-05-23,7
TICKET007607,CUST043209,Card Not Working,2024-11-20,1
TICKET007608,CUST032244,Poor Customer Service,2025-01-14,6
TICKET007609,CUST086384,Incorrect Charges,2025-01-16,7
TICKET007610,CUST008338,Card Not Working,2024-06-12,6
TICKET007611,CUST035877,Poor Customer Service,2024-11-05,4
TICKET007612,CUST098419,Loan Application Rejected,2025-04-18,1
TICKET007613,CUST021165,Account Locked,2024-11-03,1
TICKET007614,CUST083838,Unauthorized Transaction,2024-12-25,0
TICKET007615,CUST099118,Delayed Refund,2025-02-28,5
TICKET007616,CUST080573,KYC Verification Delay,2025-04-22,10
TICKET007617,CUST071946,ATM Withdrawal Failed,2024-06-06,6
TICKET007618,CUST037626,Delayed Refund,2024-05-30,10
TICKET007619,CUST084306,Unauthorized Transaction,2024-10-08,7
TICKET007620,CUST092761,Mobile App Issues,2024-05-18,10
TICKET007621,CUST054052,Poor Customer Service,2024-06-26,0
TICKET007622,CUST091491,KYC Verification Delay,2025-01-09,10
TICKET007623,CUST039094,Mobile App Issues,2025-03-23,6
TICKET007624,CUST003514,KYC Verification Delay,2024-09-21,7
TICKET007625,CUST026071,Poor Customer Service,2025-02-06,5
TICKET007626,CUST033709,KYC Verification Delay,2024-08-28,3
TICKET007627,CUST086026,Poor Customer Service,2024-06-03,4
TICKET007628,CUST058478,KYC Verification Delay,2024-08-12,9
TICKET007629,CUST094118,Unauthorized Transaction,2024-06-13,8
TICKET007630,CUST079053,Unauthorized Transaction,2025-03-04,0
TICKET007631,CUST077392,ATM Withdrawal Failed,2024-06-10,2
TICKET007632,CUST001026,ATM Withdrawal Failed,2025-02-12,2
TICKET007633,CUST001402,Loan Application Rejected,2024-11-03,7
TICKET007634,CUST047240,Mobile App Issues,2024-12-30,5
TICKET007635,CUST041284,Mobile App Issues,2024-07-15,2
TICKET007636,CUST005624,Poor Customer Service,2025-02-05,2
TICKET007637,CUST098949,Unauthorized Transaction,2025-03-18,9
TICKET007638,CUST058005,Unauthorized Transaction,2025-03-06,8
TICKET007639,CUST054578,Account Locked,2025-02-28,3
TICKET007640,CUST088915,Unauthorized Transaction,2024-09-24,5
TICKET007641,CUST022594,Card Not Working,2025-02-17,8
TICKET007642,CUST028881,Account Locked,2025-01-15,9
TICKET007643,CUST063897,Poor Customer Service,2025-05-07,10
TICKET007644,CUST052910,Loan Application Rejected,2025-01-29,8
TICKET007645,CUST052016,Account Locked,2025-04-10,0
TICKET007646,CUST075722,Unauthorized Transaction,2025-04-19,5
TICKET007647,CUST077663,Account Locked,2024-10-21,10
TICKET007648,CUST057629,Poor Customer Service,2024-06-21,9
TICKET007649,CUST028811,ATM Withdrawal Failed,2024-10-26,8
TICKET007650,CUST044823,Poor Customer Service,2024-11-03,2
TICKET007651,CUST011184,Poor Customer Service,2025-03-26,3
TICKET007652,CUST073099,Loan Application Rejected,2024-05-20,7
TICKET007653,CUST015965,Incorrect Charges,2024-09-15,5
TICKET007654,CUST005187,Card Not Working,2024-06-08,5
TICKET007655,CUST020384,ATM Withdrawal Failed,2024-05-18,1
TICKET007656,CUST055786,KYC Verification Delay,2025-01-10,7
TICKET007657,CUST044880,Poor Customer Service,2025-03-14,6
TICKET007658,CUST063351,Mobile App Issues,2025-01-09,9
TICKET007659,CUST061205,Account Locked,2025-04-05,5
TICKET007660,CUST059415,Incorrect Charges,2025-02-11,8
TICKET007661,CUST027914,Mobile App Issues,2024-11-06,1
TICKET007662,CUST034115,Incorrect Charges,2024-09-01,4
TICKET007663,CUST034208,Mobile App Issues,2024-08-25,10
TICKET007664,CUST097517,Poor Customer Service,2024-06-29,10
TICKET007665,CUST010850,Poor Customer Service,2024-09-05,1
TICKET007666,CUST092939,ATM Withdrawal Failed,2024-08-04,0
TICKET007667,CUST029670,Poor Customer Service,2025-02-15,10
TICKET007668,CUST025121,Incorrect Charges,2024-12-14,8
TICKET007669,CUST046026,Unauthorized Transaction,2025-01-27,2
TICKET007670,CUST062006,Poor Customer Service,2025-02-10,10
TICKET007671,CUST057091,Mobile App Issues,2024-12-20,6
TICKET007672,CUST043158,KYC Verification Delay,2024-11-18,6
TICKET007673,CUST020811,Account Locked,2025-02-05,9
TICKET007674,CUST088725,Account Locked,2025-03-14,9
TICKET007675,CUST014115,Poor Customer Service,2024-11-03,10
TICKET007676,CUST034005,Account Locked,2024-09-27,0
TICKET007677,CUST040228,Loan Application Rejected,2024-05-26,3
TICKET007678,CUST054299,ATM Withdrawal Failed,2024-07-29,10
TICKET007679,CUST056995,KYC Verification Delay,2024-08-08,9
TICKET007680,CUST027094,KYC Verification Delay,2025-05-03,2
TICKET007681,CUST043007,Card Not Working,2024-05-16,5
TICKET007682,CUST051255,KYC Verification Delay,2024-08-31,6
TICKET007683,CUST079785,Unauthorized Transaction,2025-02-24,5
TICKET007684,CUST003508,ATM Withdrawal Failed,2025-03-27,4
TICKET007685,CUST032055,Card Not Working,2025-05-10,0
TICKET007686,CUST009631,Account Locked,2025-03-02,2
TICKET007687,CUST073960,Account Locked,2024-10-14,6
TICKET007688,CUST018320,Account Locked,2025-02-09,9
TICKET007689,CUST014340,Delayed Refund,2025-03-01,1
TICKET007690,CUST086922,ATM Withdrawal Failed,2025-02-04,3
TICKET007691,CUST074002,Poor Customer Service,2025-04-29,7
TICKET007692,CUST013343,Card Not Working,2024-08-16,2
TICKET007693,CUST005286,Incorrect Charges,2024-08-17,0
TICKET007694,CUST054938,KYC Verification Delay,2024-10-05,4
TICKET007695,CUST069620,Account Locked,2025-04-20,5
TICKET007696,CUST011505,Card Not Working,2024-07-28,1
TICKET007697,CUST075552,Unauthorized Transaction,2024-09-08,1
TICKET007698,CUST058132,KYC Verification Delay,2024-11-30,1
TICKET007699,CUST016757,KYC Verification Delay,2024-06-02,6
TICKET007700,CUST095806,Account Locked,2025-03-02,5
TICKET007701,CUST050373,KYC Verification Delay,2025-03-01,5
TICKET007702,CUST033919,Mobile App Issues,2025-04-08,0
